Text,label
sebenernya udah tau mana aja sarang males nangkepnya aja wkwk,positif
legal basmi cnth teror tlp dr legal nomor beda,negatif
sikat nboss nya yg saham pinjol sikat dooongg,netral
pinjam ant parah bener nih pinjoll gw paksa pinjem,negatif
sepih,netral
lepas dc,netral
kasih kendor,negatif
sarang pinjol komplek ruko bukit gading indah jakarta utara,positif
kalo dipake bener hasilin cuan jual pulsa kalo kgk bener alat neror org,netral
dc ngumpet nie ncc,netral
pantesan no nya gonta ganti yg neror plus gbsa telpon,positif
pakai microsip yg koneksi via ip tlp nya,netral
emang cina asu,netral
canggih teknologi dr china kayak yg pinjol ilegal india pakai,negatif
loh nomor hp musti didaftarin pake nik,netral
kalo menteri kait serius ngurusin registrasi sim card ketimbang blokir blokirin situs bokep ga kejeb,negatif
kalo nga salah alternatif,negatif
pinjol cek nih gt,netral
nsopankah pinjol nomor tagih adzan mag,netral
pinjol ilegal pinjol,negatif
hallo selamat sore kak yg butuh bantu tanganin tagih kartu kredit kredit agun pin,positif
hallo selamat sore kak yg butuh bantu tanganin tagih kartu kredit,positif
hallo selamat sore kak yg butuh bantu tanganin tagih kartu kredit kredit ag,positif
hallo selamat sore kak yg butuh bantu tanganin tagih kartu kredit kredit agun pin,positif
jokowi habis setor,netral
begitu noleh imei milik wilayah privacy kendalik,netral
hi kak izin join ya akseleran st,netral
pinjol asal cina,netral
nih yg modalin berani ya jamin loh,netral
hi kak bs coba dana aksel,negatif
gelutttt,netral
sodara kena teror jg kena teror dr pundi bangkai pundi,negatif
basmi sampe akar akar,netral
hallo selamat siang kak yg butuh bantu tanganin tagih kartu kredit kredit,positif
hallo selamat siang kak yg butuh bantu tanganin tagih kartu kredit,positif
dukung polri berantas pinjol ilegal,netral
pinjol ilegal kalo amb,negatif
investor bia,netral
berita gin gw sukaaaa,netral
mantap bareskrim polri hajar habis moga habis muka bumi pinjol ilegal men,negatif
klo pikir dana pinjol cepat cair dana hitung risi,negatif
rasan rasan obrol pinjol ndak moral saksama,negatif
temen yg bikin pinjol tanyain duit dr,netral
enam sangka supervisor dc yg mulut vital yg bs cerai bunuh me,negatif
lapor duga tipu,negatif
korban pinjollaknat trs tambah,negatif
waduuuh menang wn chayna bank chat,positif
tebak laa kayak duit gitu tu pinjollaknat,netral
dc nya yg intimidasi yg sebar sebar foto pulang,negatif
parah kl intimidasi bilang ga takut hukum dipulangin pas kerja,negatif
pinjol pinjam online mlm ubah pindar pinjam daring,netral
dlm mas pinjolnya cantum kontak emerg,positif
tau pinjol skrg akses kontak orang yg utang jd kalo kontak,netral
babat habis,netral
yg modal ken cpt dpt untung yg minjem desak butuh jd mi,positif
bener banget ken lepas paksa pinjam kbutuhan hari slma pandemi,negatif
tinggal nunggu gilir,netral
hajar,netral
silah telusur,netral
tumbuh efek jera gak udah negara negara hukum tindak tero,positif
tolong buka akses dm solusi yg,netral
sblm plg kasih minum petas napa mulut,netral
bsa dm sampean yg,netral
cukong nya kabur servernya luar negeri tukang tagih nya yg orang ampe bunuh dipu,negatif
tagih pinjam yg dar paham butuh,netral
pulang selidik langgar hukum tdk kalo melangg,negatif
hajar bentrok sikat pinjol ilegal,negatif
perang butuh dana,positif
gk ting autoblokir ka kl udh donlot apk truecaller langsung setting sndri,negatif
getcontact apus aja tp kl memori gede mah gppe,netral
yak ka,netral
nahkan otak gabakal ras onoh,negatif
jgn main bubar mas nasib yg susah bayar teror bagaiamna,negatif
diskusi sore spaces bia,netral
kemarin wa balas bantu,negatif
korban ancam pake mo datengin debt collect,netral
era minum alkohol narkoba jaman now jerat nya online pinjol bikin rusak generasi bangsa,negatif
nek sek ngene jos,netral
pokok mah jauh yg kedok pinjman ygyaslinya mah lintah darat online,negatif
inti jauh pinjol teman minjol byr,netral
diskusi publik pinjoler korbanya dampak pinjol sisi hukum,netral
yg dc sesuai keeajibannya orang belakang yg tuntun,positif
pinjol wajib tutup nkarena tidal solutip edukatip seleketep,netral
klo sm yg mbanting anak orang murka gaaak,negatif
bunga aja curang data hp ktp ju,netral
kantor digrebek pinjolnya ilegal ntolong nasabah lang,negatif
bubar pinjol cc,netral
pinjol berijin pinjol ilegal kali lipat digere,negatif
solusi pamungkas milik kelola pinjol tangkap trus lempar gedung lantai,netral
banyak laku jahat negeri kalang mata sipit alias cina yg rampok uang negar,negatif
b nah kan   dia lagi dia lagi,netral
yg bungane gan kereta cepat aja china bunga jepang,netral
yg salah warga arab,netral
ilangin pinjol mah gampang serentak aja masyarakat kreditur trus gausah bayar bubar,netral
jauh nama nya pinjam ya allah iya tau skrng jaman susah susah inti skrng seber,negatif
cebong demen ama china nkri harga pinjol ye,positif
bos udh nunggu kontra yg bilang yuk yuk,netral
gebrak tetap tertangka,netral
cino lg aja,netral
tangkaaaaaaapp,netral
min nonton youtube iklan pinjol ganggu lapor mana ya,negatif
tangkap cukong liat rebek pinjol ga tangkep cukong,netral
gin kak brrti,netral
b       yang aku saja      e,netral
iya bang lngsung dnlot yg mo aja,netral
mo biar full fitur,netral
tengkyu ya bang udh donlot,positif
brrti setting default gitu ya kak ga setting autoblokir lg berrti,negatif
lumayan shock terapi karyawan pinjol,positif
donlot apk truecaller aja ka ndilayar gk muncul telpon tp sinyal ilang,netral
duga,netral
sadar perilaku,netral
gak kasi hidup kasi otak hidup udah modern pikir aneh,positif
cungkuo ren nerbener ya,netral
pinjol sistematis manfaat butuh desak ekonomi kaum lemah,negatif
beda digit akhir akulaku penag,negatif
nggawe ding iki,netral
jahat,netral
sinting emg tuju coba ganggu bgt serius pdahal ga iku,negatif
chip kartu dr operator kaya jd sa,positif
gw jg nih,netral
hidup paduka,netral
jgn jgn utang negara cina model kayak gin yaa,netral
ganti nomor amp ganti lg no,netral
tp yg sayang udh modal untung udh lipat hehe,negatif
bngsat cuk tangkap rame rame an kerja intimidasi,negatif
kasi bantu nasabah ketawa pinjol wajib hancur legal,netral
senang nya pinjol digrebek karyawan nya hukum hancur pinjol,netral
dah kaya nangkap pandu lagu gerebek ppkm,positif
rakyat kena pinjol gimana negara yg kena pinjol jual pulau kalimantan,netral
mudah syarat pinjam,netral
wes mas hop omong ngalor ngidul gak nyam,netral
penggrebekan kantor pinjol sleman yogyakarta npolda diy polda jabar gerebek kantor pinjama,positif
awak dewe mek perangkat desa mbak pt bhakti,netral
trus kayak gin gimana kembali gak,netral
mention aja,netral
ealah mas iyo iyo sampean pengaruh banget,positif
freddy sun wira,netral
emang ketok gupuh ta nkantor wes operasi mas,negatif
kerja iku wes onok siup tdp leng,netral
sing keweden sopo mbak ojok playing victim he,netral
keweden ta mas sampek ngereply tweet pad,netral
pinjol sdh buka cabang daerah daerah,netral
bilangin temennya kemarin yg nama wildan,netral
btw mbak kerja situ ya malem ya pulang,netral
yg bilang ilegal yg tentu ilegal,negatif
mau gtu masyarakat wajib tu lapor tau posisi kantor pinjol lakn,netral
tolong data nasabah hapus aja,netral
banyak rentenir kedok koperasi gan,positif
moga berantas akar lupa bos jg kejar,negatif
rakyat waras gerak gimana china komunis laknat,negatif
kalo yg grebek grebek pinjol oknum,netral
tau jg kalo periksa lgi kantor pinj,negatif
pogung,netral
ketangkep bebas alas si pinjol pinjam suka paksa,negatif
utang,netral
cipondoh,netral
samaaa jg nomer nonaktif bln ganti nomer skarang coba aktif,negatif
lg nagih si bejo,netral
ga sih bulan muncul,negatif
kantornye aja abal,netral
sms mas emg temen yg pake pinjol kaya lngsu,netral
parah mba kesel bgt nmer jd gabisa ganti lg sih dr halodoc,negatif
aduh gimana negara ku ni yg utang,positif
dukung tim thomas indonesia ni,positif
kimak pontianak gak benda ni,netral
sayang yg kayak gin tutup,positif
buseh sampe kalbar,netral
rentenir radikal hrsnya yg basmi densus pinjol jg tebar teror masyarakat,negatif
ih yg nasib sampe ganti kartu ganggu bgt auto blokir tp ya,netral
socmed teman mu yg pakai pinjol ilegal kalo yg ilegal izin akses baca no telp,negatif
bang,netral
tutur warga aktifitas seringkali dengar kelah teriak teriak tagih,positif
tunggu si bos ciduk nklo,netral
penasaran gimana rupa si bossnya,netral
udah berita penggrebekannya bom berita bos modal besa,positif
bank emok yg keliar desa grebeg ga ya,netral
omzet uang orang susah yg gencet kerin,netral
respek kali,netral
penggrebekan kantor pinjol kalbar nbravo,netral
bedebah,netral
nih kerja kantor bilang wkwk,netral
apakabar udah trilyun,netral
btw kalo berani pake seragam brrt berani menunj,netral
rajin bingit,netral
pek wkwkw,netral
mention aja,netral
kesel pdahal ga urus sm barang begitu,netral
jg besok lusa buka dngan ganti cassing dngn warna haha,netral
milik modal moga tangkap,netral
grebek pinjol gue sih heran org yg minjem pinjol yg tagih an tu yg emg gabisa bayar tengga,positif
pinjol parah,negatif
lintah darat bangsat produk cina komunis,negatif
tp yo meh gimana lg nek kahan solusi hidup ya mesti utang moga masny,netral
iya dapat jujur ya bang pinjam legal jt masuk bayar bln,positif
tau kondisi pepet ga mas pasok ga tp butuh butuh makan,netral
si legar bunga jg pinjan jt masuk bay,positif
yg nagih ga pake foto,netral
friendly reminder selebtwit dukung bisnis model,netral
kalo gua perhatiin sih pas gua apply cc kek vendor sales cc nya tuh ngejualin data,negatif
gak cn kalo lin darat,netral
cari no hp nya aja hubungin kontak kasih tau kalo buron kontak cantum,negatif
klo tdk daftar ojk gak bi checking si pinjam pin,netral
kaya lulus sarjana wkwkwkwk sekolah zonk,netral
pinjam,netral
iyo bro mantab saran mu,positif
gercep tangan ama isilop gacuma ngurus yg viral seleb ama banting mhs,netral
samirono anjir,netral
fokus opportunity bro ojok treat,netral
iblis cekik,negatif
yg pinjam alhamdulillah,positif
bunga juta anjink,netral
kadrun sangka,netral
wkwk cari tau sendiri gampang nyarinya,netral
hajar yg legal lintah darat tuh,negatif
modal investor nya kaboor bisnis gak modal kwkwkw,netral
ngga angkat sm jd nggatau tuju tlpon ngapain,positif
china ya ntar tangkap bebas,positif
cepu in woy,netral
gak ngotak nih org menlen china geniusbikinhutang,netral
habis telepon org rumah mksd berita,netral
putih hutang rakyat jt bawah pinjollaknat negaraharustanggungjawab,negatif
byk sms pinjam at hadiah yg kirim,netral
bau link nya aja udah palsu nsapa masuk link,negatif
saking susah nya cari kerja bnyak bgt org yg paksa kerja ilegal kyk gin nga tau,negatif
nggak paham ya nagih aja,negatif
china nya orang,netral
edan sugan,negatif
teman engga angkut om,netral
gw negara doang yg ngutang sm cina eh waganya,netral
negara ikut ngutang pinjol,netral
matane bungane ra ngotak cukkk,netral
lintah darat lintah darat laut udara,negatif
nama jg ilegal yak wkwk kknya umpat ngomong kasar gk pas nagih,negatif
negara pinjam ama pinjol cina,netral
kalo ga video ngapain takut peduli setan,negatif
linth darat bgst,netral
kirain koq tega cekek orang rupa tenyata orang,netral
keren polisi banting banting mahasiswa aja,positif
bisa kerja,netral
iya proses recruitment gampang banget pokoke langsung kerjo,netral
klu muka ya karyawan ya foto sebarin gitu,netral
iblis otak komunis banget,negatif
pinjol bunga legal ilegal tindak,netral
cina maning nang bangsat,netral
tau nek biasane mesti kui pinjol sek legal bar kui gawe pinjol teh sek ilegal,negatif
gak tau,netral
ngangkat sampe pinjolnya cerita melas melas kasihan,negatif
legal daftar ojk bs liat webnya yg legal ga memarketingkan pinjam via sms,netral
jneng perushaaan opo mas,netral
hajar,netral
china komunis,netral
kaya gin basmi,positif
nya ya lumayan,positif
bni bca bri ndue kabeh mbak,netral
gatau tombok soale kelompok apik mba,positif
yaahhhh kadrun aja laku geniusbikinhutang geniusbikinhutang,negatif
putar dana pinjol rp trilyun npengamat sih main oligarki,netral
lho bilang salur kredit pinjol negeripinjol pinjollaknat,negatif
lapang kerja yg layak sulit kerja byk bayar minim moga korban pinjol,netral
nama cino mindring si lintah darat,negatif
pas mo ditengkep otoritas tiongkok campur ntruuuss gak jd ditangkep deh nmudah na gak kyk gitu,netral
ketangkep ga tu,positif
riba laknatullah,netral
kaum mu,netral
iyo mas nang sebrang nge indomaret te mas,netral
salah karyawan yg terima hrd pinjol ya elah bulan udh kena ott polisi,negatif
bni jarang bgt atm iso ngirit opo teh musim pandemi ngene,netral
yaaa podo kerja mbyen mas nk ng pnm mekaar kui jne nk kelompo,netral
kesel bgt lo kak pdahal ga urus sm gajelas kaya gitu spam telpon ga renti,positif
gak perintah gak warga nnegara rentenir,netral
sdh bahas akun nbanyak banget jadi spt ngeri bngt,negatif
sprti narkoba bandar ga ketangkep,netral
loh sing digrebek kui bukane sing cerak galeria yo,netral
bulan dikit dapet,netral
wo iki to sing sok spam jingan,negatif
wn china pesimis gw ketangkep,negatif
hajaar pol,netral
pinjon ancam ancam ancam lapor bawa bawa nama ojk yg,negatif
china,netral
pinjol yg legal ilegal verifikasi ojk pinjol bilang,negatif
cina nih negara sampe warga kerja rentenir doang maju negara,positif
cina ngesop buaya aja ga da yg berani manggil,netral
sikat sampe akar nmantap pol,netral
yg situ tempe,netral
iki kidul bangjo sagan kae yoo ncerak gudeg sagan gek,netral
mudah sadayana seueur rejekina sing dijauhkeun tina sagala hutang komo,negatif
maaf oot nanya kalo spam nelpon kaya gin dr ya ga ngotak bgt hari nelpon leb,netral
jual followers likes sosmed ig tiktok youtube shopee twitter dll harga murah indonesia pr,positif
deuh kl jempol amp mulut ga sekolah mah boro dah paham spok,positif
ngutang bank china kayak ngutang trilyun wajib bayar trilyun,netral
kagak rakyat kagak negara diutangin china,netral
ngerti mas september mbiyen rapid antigen ning belah jbs rapid,netral
kalo ga trima duit tp ancam tagih data udah sm gimana donk,negatif
cm ad byk tangkepin,netral
heh mung lor omah cc,netral
berantas aja ksp semarang teror nih pdhl duit aja ga trima,netral
yg hack medsos gmn solusiny ya,netral
jajah selubung parah kalo pinjol laknat biar jamur perintah pegawai nya bener khianat bangsa,negatif
bos kek tau gua sih nelpon nelpon gitu kantor dc desk collection dah bos,negatif
china komunis yg npenjajah nyata orang orang china komunis kelihatann,positif
gua gak ngerti postingan nya bilang kantor pinjol nya,negatif
cekidottt,netral
ayo buru abang we salah korban,negatif
gua tuju banget lu bang udah minjem ga niat bayar hadeuhhh,netral
aman dunia bro akhirat mah utang tetep utang,positif
kelola mafia kalo usut backing triad,netral
ngapain ngutang kalo,netral
kantor pinjol kantor dc min,netral
mending pinjam jt hrs balikin ntapi lucknut,netral
gede bunga ketimbang utang,netral
intine ngarep indomaret kurleb utarane galeria mall,netral
rumah doang mas kasi,netral
wn china pesimis gw,negatif
warga negara mana sikat dukung penuh rentenir ol,positif
kerja nak,netral
duh samironoo,netral
cino teh cino meneehh,netral
bangsat banget tuch gerombol piniol,negatif
aman resmi,positif
kantor aman,positif
anyink bener pinjem jutak jutak,netral
yg gin tindak bukti,positif
gin utang nyinyir yg kena pinjol,negatif
doang,netral
parah asli,netral
bunga banyag,positif
aplikasi laknat pinjem cair nya ga bunga nya gede bgt fak nya,netral
ya allah untung gak iyain kerja telpon doang pas telusur,positif
open endorse bio nya huh open bo kali kayak gitu mrk ngancamnya,netral
dukung pinjol resah syarat nya yg terlal,netral
mampus,netral
kantor pake kursi kondangan kerja,netral
sebenernya kasihan anak muda yg butuh kerja,netral
gaji brp kali umr jt jogja kak video sy liat byk jg karyawannya brrt me,netral
wkwkwk modar koe hancur aja pol,netral
iya bener,netral
kacauuu indonesia isi,netral
statuta nya tinggal rubah nagar curi data anggap kriminal,negatif
hak nhantam amp mati pinjol,netral
itu paksa banget kek jebak nggak tau nggak mudeng gitu,netral
wkwk kek,netral
tahan brp kak kerja pinjol ilegal,negatif
yg gamau bayar bang pinjol yg,negatif
jual kelapa parut udh halal hasil limpah kalo kerjas,positif
dalang ny bongkar klo batas kryawan,netral
boss nya lihat,netral
ooo jalan sagan pagi suami pas urus diseb,netral
jogja jogja,netral
jadwal grebek pinjol sabda presiden,netral
besok kalo temenku yg bikin story depan komputer bales kerja usaha pinjol ya bolju,netral
ngarep indomaret colombo mas,netral
masif digital hindar fenomena jual beli data tang,positif
info kak,netral
ngomong aja kaga yak tida anut spok,netral
maaf ken mas nini kondisi bayar lancar telat bayar,negatif
lu ngasih loker,netral
mampusss lu modyarrrrr,netral
laporin aja mbak,netral
cina cukong yg pinjol ringkus ya,netral
ya,netral
bravo polisi republik indonesia,netral
atas pinjol nyuruh pegawai beli data nnama nno hp ndata bank nrekening bank nfoto selfie nfoto ktp nharga rp sd,netral
nek mak ku biasane btpn mbak modele kelompok ngek makku kelompok,netral
masio satpam bca seg baik tp neng cabang kek ndeso koyo gonku gak enek,netral
sih kantor kak tutup pokok model mlm sih,netral
tau ngga nya kantor pinjol gimana,netral
yg dbanggakan jokowi grebek,netral
rapat khusus batas jokowi menteri lembaga pinjol ilegal temu omzet putar da,negatif
tuju mas sy jg udah bilang karyawan jg pro,positif
nomor debtcolle rupiah cepat gw ga minjam pinjol kena teror karna orang yg masukin,netral
penasaran ki aplikasi pinjole opo to slur,netral
simak dl ah ogah nelen,netral
mantap,netral
dadi ngene mas ngawe bahan argumen karyawan pinjol,netral
kaya pajrul panjul ga pelihara negara,positif
surabaya ga ya,netral
usut tuntas akar nya,netral
pake kerudung mbak,netral
yo ganti nagnug jd kowe klo kagak ngerti coba cari tulis yg menyataka,netral
usaha yg bagus mas,positif
karyawan pinjol kerja jam gaji juta asil dosa sedajjal embat,negatif
owh nek sing mbak ning kantor nagih pake bahasa kasar seb,negatif
nganggo la loe la loe barang dasar dukung karyawan pinjol,positif
sharusnya bongkar jg orang ojk yg pinjol jd kalo digrebekin tp maai,netral
emg dasar pinjol ide begundal otak otak anak dajjal yg maksa rangorang bisr ngutang,netral
bantu mas muncul ngab,netral
mampuss,netral
inget jgn jual,netral
moga viral tindak bero,negatif
nih lg udeh tau yg ditangkep lg kantor iso tekan prema,netral
bu riba haram anak biar pinjollaknat,netral
aduh aduh ajar baca paham tulis orang gih gobs kat,netral
kaya gin mah nmati tumbuh ribu,positif
kena razia pas main warnet puasa,netral
banyak nasabah emang nakal udah ingetin ngatain duluan,netral
jual beli data pinjam online pinjol,netral
gulung adu ente cak dah kena,netral
gw ngejelasin aja sih kalo berani minjem ya berani,netral
moga sj kejar cukong nya pintu masuk temu yg lbh,positif
iya mbaa inti pinjam kalo aja bayar,netral
dc kalo baca paham dikit ngegas entar serius,negatif
trus kae sing dc preman nyegati ning dhalan kae kowe,netral
gobs karyawan laku raoleh disalahke berpi,netral
innalilahi wa inna ilaihi raji un,netral
kalo gin nomor mu yg salah gunaka,negatif
tuju dengan dc jahat klo emang yg pinjem sad,netral
hantam pinjol kasih kendor,negatif
jd klo pinjol legal non legal wajar tutup karna bny,netral
jual beli data pinjam online pinjol,netral
penggrebekan kantor pinjol sleman yogyakarta npolda diy polda jabar gerebek kantor pinjama,positif
lu blm tau gua teman gua jd korban penyalahgu,negatif
bisnis mari hutang pinjol ilegal trus cepu,negatif
oh rame rame kemaren,netral
titip msh aje app ilegal masuk wa lengkap dgn link yg dicantumin,negatif
untung gak giur,positif
yg gin foto nya nihh,netral
nih dc nagih nagih langsung orgnya bloon emg pinjol ktp pinjam,negatif
pinjol nih aneh ya nya ngasih duit pinjam modal selfie ktp doang,netral
nih dutangkep ape cuman peres aje,netral
terimakasih polisi segera moratorium pakai,negatif
otoritas awas konon dana perijinan pinjol aja capai milyaran,netral
keluarga yg ga pinjaminindo yg september izin cabut ojk,netral
monas yg ga pinjaminindo ga tau nih data base sita or gimana,netral
legal kredit pintar tp laku pinjol ilegal,positif
lihat muka bos investor pinjol pajang kantor polda biar kenal,negatif
cb aj pk aplikasi get contact kak truecaller ntar bs kedetect nama,netral
yg kudu misi serius nkroco ciduk mah nyari kroco,negatif
napa huni kolam blm komen usaha pinjol kadrun,netral
kirain lg tes cpns,netral
usaha makelar cukong pinjol tindak hukum scr tdk hny rugi msyrkt dgn,netral
tangkap sandang dana nya,netral
pinjamindo dah beku izin nya diojk,netral
budaya jelek kerja kalo atas nyuruh maju mental baik plis,netral
pinjol yg slsu hp sponsorx,netral
wkwkw,netral
pinjol kt tdk kantor tp tmpat kalo gt,netral
iyo ges,netral
maksud ra ngono mas karyawane kerja nang kono kiro,netral
karyawane ra salah yo mas,positif
sokorr,netral
film ta driver nya lee ji hon,netral
iya udah dc pinjol cari kerja aja kalo bikin cv,netral
gin grebek,netral
sagan mas sanes samirono indomaret sagan jl yohannes,netral
iklan pinjol medsos emg iur jd bnyak yg hutang lwat pinjol jd warga yg bi,negatif
pinjol tangerang gerebek pinjol sleman jogjakarta jg gerebek pinjol yg,netral
rentenir kalo emg modal mah oke aja lha kalo dc alias cent rentenir,netral
nagihnya mas tertib,negatif
ngon ku legal yo,netral
wow karyawannya diam yg muslim aneh,positif
orang pegawai pinjol bunuh malu si bos rekrut ganti,netral
wing bar pil koplo saiki pinjol wess ambyar kabeh generasine,netral
tangkap ga prikemanusian temen yg minjem ga,netral
polisi marah marah cb debitur sadis sgt rendah,negatif
stop izin atur undang nya revisi sj omong kosong yg legal il,negatif
untung ngga tarik aktif fitur paylater aplikasi negatif,positif
aplikasi blokir,negatif
emang enak tuh minjem temen bunga jamin denda sita bayar suka suka,negatif
gulung yg legal henti riba ga untung riba tu harta yg,netral
ajar ga ya bro pake pinjol tau,netral
hantaaammm dukungpolribasmipinjol,netral
hantaaammm dukungpolribasmipinjol,netral
penggrebekan kantor pinjol sleman yogyakarta npolda diy polda jabar gerebek kantor pinja,positif
gmn klo perintah ngumumin yg utang pinjol yg gak,netral
astagfirullah kyknya orang didik smua tuh karyawannya kq ga pake hati,positif
setan laknat,negatif
ngirim antek rak neng kono,positif
legal taoi ug ilegal,negatif
kowe ng kono rak,positif
halah dikit bawa istana pinjol milik orang yg dib,netral
ilegal yg bubar pinjol,negatif
bocil nitu perempuan ngapain kerja situ cari uang segitunya,netral
emang legal ya nama pinjol tetep bikin benjol,netral
seng rodo yo kowe kuwi ra iso bedake kerjo dodhol narkoba karo kerjo nen,netral
brengsek bgt emg pinjol,netral
jg yg emang sengaja pinjem ga bayar pinjollaknat share grup fbnya isi,positif
mati aja bos bose,negatif
ndi yogya kantor pinjol,positif
bener kui mas ku yo hoo mbang utang koperasi isin par,positif
mantap,netral
karuan rang pinjollaknat om,netral
mileh bri wae mbak bpkb ku vespa wes payu juta soale modal jeneng apik bersamabri,positif
mudarat timbang manfaat jauh pinjol,positif
bravo polisi buru,netral
pe ganti hp cae,netral
min kalo udah ketangkep gt ngga bayar lg ambil alih,positif
masuk kategori money laundry yg langsung,netral
terima kasih tertib pinjol ilegal yg resah dimohom me,negatif
wkwkwkwkwkwkwk adminnya yg gw maki amp gw gas suruh ambil rumah gw duit kga pul,netral
sing do ra utang neng kono dadak gelo wkwkwkkw,negatif
legal oknum cari untung,positif
kalo pegawai smekdown ga min biar kapok,netral
bales sesuai kro pinjam wae wis tutup saorane ora ngabot,positif
tiati ni yg make paylater,netral
korban pijol lu mah nam akrab ya admin pinjolnya,negatif
gw mah ngepet,netral
oini komuk org sok jago,negatif
paten sigap terima lapor bravo polisi,positif
gak usut aplikasi pinjol yg legal bahaya bunga denda parah,negatif
hukum ga main lepas aja yg udah gerebek ga kabar korban trs jatuh nmereka,negatif
pinjol cuci uang haram moneylaundering hening,negatif
wkwkwkwkwkwkwkwkwkwkwkwk kn gw main pinjol jg skligus bantai in pinjol ilegal pul,negatif
oh sms nomer gua,negatif
wkwkwwk pikir rodho ambyar iki nek dodhol narkoba njuk ko,netral
klo yg aman ya yg bangga pleciden,positif
padahsl kemarin presiden puji langit omzet pinjol sampe rp triliun,positif
doa moga al kena nkarna legal tetep aja oknum dc,netral
tdk atur ojk yg kpd super renternir dr ojk tindak yg bikin kapok,positif
bubar pinjol rentenir penghisap darah,netral
kalo gak tau ntergantung operator kayak,netral
ki wkwkwkwkw,netral
yg pinjam kembali nila yg cair biaya administrasi lebih diba,negatif
trus kalo yg legal teror illegal gimana tindak,netral
om,netral
maaf serius bekas nasabah pinjol pinjol,negatif
sih bos pinjol pampang media cetak tau orang nya nbiar ga korban kena tipu,negatif
astaghfirullah kerudung nsegitunya mba cari duit,negatif
yg legal ya,positif
media tolol,netral
ojk cabut izin pinjol legal yg telur pinjol ilegal,negatif
gudeg sagan ngidul wetan dal,netral
mark my words nklo dakwah islam menang udh jgn lebar mana dl fokus nperbaikin ekonomi umat dl ngk,positif
terima kasih polisi,positif
kerreeen mantaab tuntas sampe akar nya ya,netral
yg daerah balirejo tu legal ilegal sih buka lowong kantor jg curiga hehe,negatif
yg hijab yaa bahasa nagihnya nee kayak binatang ngalahin lonte,positif
mantap hajar pinjol teror masyarakat polisi,netral
gaterkenal tp iku app sih ga kenal ng playstore,netral
nya spam karna gabut,netral
negara maju eh kepentok pinjol yaudah ya kembang aja,positif
ngakak pin iku ngegas pms soale tuntut kerja kono ben duit,netral
hrs tertib syukur hapus,positif
sek bar utang njut kepie yo ngono kui,netral
ciri nya rumah kantor motor pegawai ga bisnis okesipp,positif
beda pinjol ilegal dgn legal mana nbuat eduksi warga,negatif
yg legal anak pinjol nya ilegal wkwk,negatif
kalo dc online gin ajak ketemu gitu ga ya hehe berani nya majn teror sebar data hehe,negatif
asa nonton drama korea yg scamming,netral
ya ampun kaya ga kerja mau dc online pinjol kasi muda nek ono sek nagih pinj,positif
jgn samoai jatuh korban pinjol salut dg kepolsian beranras pinjol ilegal,negatif
nasib adu gw pinjol polda jatim,netral
ngeriiii,netral
sih tuju owner bos nya jg ciduk amp hukum berat sesuai pasal,netral
penggrebekan kantor pinjol sleman yogyakarta npolda diy polda jabar gerebek kantor pinja,positif
pngen ngeprank nih,netral
ilegal ya mas kalo kemaren yg cipondoh yg legal,negatif
nunggu info milik pinjol umum jgn krywan yg gaji minim suruh teror tpi bos lepas gitu aja,negatif
tau mas kayak mas situ,netral
jogja min pegawai angkut jogja polda jabar berita,netral
apk opo mas tau kantor pinjol jogja,netral
apk opo iki kantor neng samirono pinjol opo lodse wkwkwk,netral
yg aja sigap,positif
muhammad qasim ibn abdul karim mimpi allah nabi muhammad saw menasih,positif
tetangga gw ampe jual rumah gr gr pinjol,netral
mantap dukungpolribasmipinjol,positif
duh generassi milenial sdh jebak kayak gin,netral
tangkepin bikin orang sengsara,netral
klo ruko parkir bgt motor ampe an curiga markas pinjol,positif
hmm mamang mamang yg ngirim sms kah,netral
detik polisi grebek kantor pinjol kemarin sbuah wilayah jakarta barat nhal jalan dgn arah joko,netral
istilah bank emok ambil bahasa sunda duduk leseh sasar bank emok irt dibe,positif
bantai pinjam online ilegal akar kemaren bukti nyata upaya keras,negatif
nama pinjolnya ya,netral
banget data sebar kalang pinjol bahaya,negatif
belah samirono nih lur,netral
kancaku nganti tres wes tau,netral
kl wakanda asli sih kyknya lbh tentrem yee haha,netral
tuju kapolri pinjol berantas legal pr ojk awas keta,positif
info galbay wkwkw,netral
bos ga apa in yg jamur,positif
wadaw deket kosan gue wkwkwk lewatin kalo malem cari makan wkwkwk,netral
pase ngendi kui mas samironone,netral
pialang maguwo kae sakno golek gawean tenan akal,netral
tagih bayar utang aplikasi laku,netral
jejak nya ganti nama klo ketangkep ncuma gneri udah jual,positif
bungane luih ko bank nder gek yo illegal,netral
tinggal blok aja beres,netral
bang eno ikut ngegrebek,netral
yg ngutang yg telp sms no gw coy dah faham lo,netral
untung ngga percaya akhirat hidup aman nyaman,positif
yo kwajibane utang ki mesti kudu bayar le penak kantor tutup mbub,netral
up date trossss pad nbiar masyarakat melek pinjollaknat,netral
wakanda bang negeri cinta,positif
kasi ya kasi nasabah hutang pinjol legal tagih ngamok alasa,netral
ahahaha akak nbener si,netral
epek kardos gembog wkwkwk ndan orang gila suara,negatif
yu kak kalo lunasin pinjol nya ya sm uang peser nya ama,negatif
dc legal nagihnya kaya dc ilegal,negatif
pantes teror wa hp gak hr wkwkwkwkwkwk,negatif
bubar ojk biang kerok pinjol,netral
